Vortex	x	y
1	327	812
2	373	805
3	454	796
4	479	781
5	367	733
6	451	692
7	320	622
8	478	602
9	545	589
10	508	586
11	622	578
12	341	578
13	387	548
14	499	510
15	353	498
16	338	525
17	753	499
18	194	496
19	605	492
20	721	491
21	4	488
22	423	483
23	520	478
24	236	474
25	315	467
26	293	477
27	82	450
28	10	442
29	650	434
30	268	428
31	332	392
32	705	386
33	124	365
34	19	362
35	445	350
36	467	372
37	34	337
38	214	337
39	306	317
40	230	308
41	337	295
42	227	271
43	324	210
44	238	193
45	381	165
46	430	110
47	324	95
48	317	63
