Vortex	x	y
1	326	811
2	373	803
3	454	793
4	479	780
5	367	729
6	451	686
7	320	621
8	480	599
9	544	588
10	507	586
11	621	577
12	341	577
13	387	547
14	340	522
15	499	508
16	754	498
17	348	501
18	195	495
19	607	492
20	721	491
21	5	488
22	424	483
23	520	478
24	295	476
25	239	475
26	315	467
27	86	449
28	12	443
29	653	434
30	269	428
31	333	391
32	709	385
33	468	373
34	129	365
35	22	362
36	443	348
37	35	337
38	216	336
39	308	317
40	1	314
41	230	308
42	337	296
43	228	271
44	324	209
45	239	195
46	382	162
47	431	106
48	325	96
49	317	61
