Vortex	x	y
1	617	752
2	361	741
3	461	710
4	600	583
5	572	573
6	654	551
7	453	548
8	667	471
9	471	462
10	408	460
11	376	459
12	611	460
13	74	455
14	555	454
15	356	441
16	356	409
17	573	365
18	267	362
19	621	359
20	106	355
21	666	353
22	353	345
23	708	344
24	742	327
25	362	260
26	694	259
27	643	247
28	450	243
29	243	244
30	578	228
31	588	239
32	632	226
33	225	216
34	240	217
35	660	214
36	680	223
37	356	205
38	63	199
39	457	194
40	591	184
41	569	173
42	266	162
43	463	150
44	344	148
45	592	135
46	603	156
47	557	123
48	471	108
49	489	73
