Vortex	x	y
1	604	763
2	585	664
3	451	658
4	360	597
5	591	587
6	561	587
7	650	532
8	451	513
9	656	510
10	656	500
11	697	477
12	679	470
13	630	461
14	219	456
15	576	452
16	492	443
17	511	419
18	508	388
19	158	365
20	303	364
21	601	355
22	643	348
23	552	351
24	373	323
25	427	307
26	395	305
27	523	291
28	681	269
29	638	259
30	464	263
31	228	255
32	587	251
33	363	240
34	565	229
35	153	230
36	228	224
37	461	215
38	53	211
39	355	185
40	556	177
41	467	172
42	284	165
43	317	160
44	302	160
45	346	137
46	339	118
47	339	29
