Vortex	x	y
1	359	815
2	51	804
3	339	793
4	476	789
5	337	769
6	442	763
7	12	765
8	361	699
9	473	685
10	469	660
11	467	646
12	315	639
13	434	637
14	546	606
15	652	592
16	379	591
17	502	590
18	349	585
19	500	540
20	756	504
21	177	500
22	572	494
23	437	493
24	700	489
25	47	478
26	22	476
27	707	473
28	231	467
29	2	457
30	118	455
31	350	449
32	368	466
33	225	437
34	680	397
35	179	382
36	324	379
37	52	375
38	175	349
39	121	342
40	155	347
41	26	339
42	274	315
43	226	314
44	810	279
45	210	270
46	321	245
47	224	163
48	418	135
49	327	115
50	344	108
51	311	60
52	536	5
