Vortex	x	y
1	589	813
2	149	811
3	440	805
4	797	794
5	511	791
6	331	782
7	482	760
8	339	752
9	374	744
10	341	728
11	449	726
12	4	667
13	380	615
14	325	603
15	443	585
16	769	575
17	537	570
18	593	562
19	774	491
20	213	491
21	639	486
22	496	486
23	353	487
24	33	484
25	706	480
26	89	475
27	65	475
28	329	462
29	525	467
30	71	441
31	200	436
32	678	419
33	517	380
34	231	374
35	10	375
36	89	366
37	622	336
38	56	333
39	718	328
40	329	320
41	512	318
42	25	306
43	435	299
44	492	290
45	349	291
46	246	280
47	254	224
48	2	223
49	480	194
50	329	177
51	397	137
52	336	110
53	488	97
54	240	48
55	325	42
56	21	18
