Vortex	x	y
1	326	810
2	373	801
3	454	790
4	478	779
5	367	726
6	451	681
7	321	620
8	482	597
9	544	587
10	507	586
11	620	576
12	340	575
13	387	545
14	341	519
15	499	507
16	755	498
17	348	500
18	196	495
19	608	491
20	720	491
21	6	488
22	425	482
23	522	479
24	294	476
25	240	475
26	316	467
27	90	448
28	14	443
29	656	432
30	271	429
31	333	390
32	714	383
33	471	376
34	134	365
35	26	362
36	440	345
37	36	337
38	219	333
39	309	317
40	1	314
41	230	307
42	337	296
43	229	272
44	324	207
45	240	197
46	384	159
47	432	102
48	325	98
49	316	59
