Vortex	x	y
1	441	810
2	147	811
3	799	796
4	511	793
5	330	786
6	482	761
7	340	750
8	374	747
9	450	732
10	340	730
11	4	668
12	378	619
13	324	604
14	443	591
15	770	577
16	537	571
17	595	563
18	772	492
19	212	492
20	379	496
21	638	487
22	496	488
23	354	487
24	31	485
25	706	481
26	86	475
27	64	475
28	516	462
29	529	473
30	328	462
31	67	441
32	312	435
33	326	440
34	197	437
35	677	419
36	511	381
37	226	374
38	6	374
39	84	366
40	638	336
41	55	334
42	707	330
43	328	319
44	433	305
45	23	305
46	349	295
47	245	279
48	253	220
49	329	178
50	480	175
51	397	139
52	335	110
53	486	109
54	239	45
55	324	43
56	19	17
