Vortex	x	y
1	680	785
2	364	670
3	659	666
4	663	629
5	460	595
6	614	551
7	727	536
8	732	478
9	675	463
10	146	452
11	587	443
12	608	459
13	585	422
14	585	404
15	615	356
16	531	356
17	220	355
18	707	353
19	662	355
20	557	351
21	580	363
22	752	348
23	794	338
24	809	283
25	459	284
26	764	237
27	452	236
28	465	256
29	416	231
30	395	231
31	762	218
32	357	209
33	378	230
34	810	207
35	772	199
36	459	199
37	263	200
38	720	191
39	658	174
40	148	157
41	636	155
42	460	154
43	185	154
44	352	141
45	32	136
46	463	108
47	624	96
48	279	89
49	338	83
50	306	82
51	468	64
52	597	54
53	577	51
54	617	45
55	478	22
56	532	7
57	609	5
