Vortex	x	y
1	588	813
2	148	811
3	440	806
4	798	795
5	511	791
6	330	784
7	482	759
8	339	752
9	374	746
10	341	729
11	449	728
12	4	667
13	380	616
14	325	603
15	443	587
16	768	576
17	537	570
18	593	562
19	773	491
20	212	491
21	638	487
22	353	487
23	496	487
24	32	485
25	706	480
26	88	475
27	65	475
28	329	462
29	519	462
30	529	472
31	71	442
32	199	436
33	677	419
34	514	380
35	229	374
36	9	375
37	87	366
38	627	336
39	56	334
40	713	328
41	329	320
42	509	317
43	24	305
44	436	301
45	493	294
46	348	291
47	245	281
48	253	223
49	2	222
50	480	188
51	329	177
52	397	139
53	336	110
54	487	102
55	240	46
56	324	43
57	21	18
