Vortex	x	y
1	604	763
2	585	663
3	451	656
4	560	588
5	591	587
6	360	589
7	651	527
8	655	512
9	451	511
10	656	499
11	698	478
12	731	476
13	677	470
14	629	461
15	226	455
16	575	453
17	492	445
18	510	410
19	509	394
20	304	365
21	159	365
22	601	355
23	643	348
24	551	350
25	371	324
26	417	306
27	398	306
28	523	291
29	681	268
30	638	259
31	466	265
32	228	255
33	587	251
34	364	241
35	152	231
36	564	229
37	229	225
38	461	216
39	52	212
40	354	187
41	557	178
42	468	172
43	318	160
44	299	161
45	282	167
46	346	139
47	546	135
48	338	117
49	340	92
50	339	75
51	339	56
