Vortex	x	y
1	50	808
2	338	797
3	476	790
4	441	774
5	336	773
6	7	764
7	365	728
8	475	702
9	315	641
10	433	641
11	546	609
12	378	599
13	657	594
14	502	588
15	349	584
16	501	549
17	352	528
18	339	539
19	757	506
20	175	501
21	570	495
22	691	488
23	435	487
24	42	479
25	18	477
26	694	474
27	289	463
28	277	476
29	232	468
30	90	451
31	217	438
32	678	397
33	173	382
34	327	379
35	42	376
36	116	341
37	26	339
38	267	315
39	227	314
40	808	279
41	207	270
42	321	246
43	221	157
44	418	137
45	328	124
46	341	123
47	310	59
48	536	8
