Vortex	x	y
1	173	794
2	184	813
3	361	765
4	765	761
5	517	754
6	448	731
7	350	690
8	367	671
9	358	663
10	111	657
11	158	702
12	356	648
13	1	631
14	23	643
15	447	614
16	335	579
17	374	558
18	734	552
19	562	542
20	532	548
21	811	536
22	425	521
23	237	480
24	640	479
25	377	480
26	401	477
27	793	473
28	488	473
29	125	466
30	168	460
31	50	453
32	144	446
33	155	458
34	256	441
35	336	438
36	487	442
37	338	414
38	666	395
39	295	392
40	201	368
41	84	368
42	492	349
43	343	327
44	467	323
45	373	328
46	269	278
47	63	301
48	272	264
49	337	176
50	421	149
51	264	82
52	54	50
53	343	22
54	279	3
