Vortex	x	y
1	504	815
2	326	810
3	373	799
4	454	788
5	478	780
6	367	724
7	451	679
8	321	620
9	483	596
10	544	587
11	508	585
12	619	576
13	340	575
14	387	544
15	341	520
16	498	504
17	756	498
18	347	501
19	196	495
20	610	491
21	719	490
22	7	488
23	427	483
24	522	479
25	294	476
26	241	476
27	316	467
28	92	448
29	16	443
30	658	432
31	271	429
32	333	389
33	716	382
34	473	378
35	137	364
36	28	362
37	438	342
38	36	337
39	220	332
40	309	317
41	1	313
42	229	309
43	337	295
44	229	272
45	324	205
46	240	197
47	384	157
48	433	100
49	326	98
50	318	61
