Vortex	x	y
1	462	800
2	448	783
3	461	754
4	360	708
5	307	663
6	540	645
7	720	618
8	433	588
9	372	522
10	377	545
11	758	513
12	152	508
13	559	505
14	616	498
15	506	497
16	437	473
17	416	473
18	108	456
19	461	451
20	272	439
21	298	444
22	682	418
23	473	408
24	342	399
25	227	382
26	342	378
27	32	367
28	543	362
29	612	358
30	365	355
31	62	355
32	15	354
33	524	351
34	447	344
35	474	372
36	407	342
37	320	311
38	693	309
39	466	292
40	787	286
41	170	276
42	454	273
43	311	257
44	458	205
45	318	199
46	398	132
47	506	123
48	198	97
49	302	58
50	530	29
