Vortex	x	y
1	327	814
2	374	811
3	453	805
4	479	783
5	33	762
6	55	785
7	365	743
8	450	703
9	320	624
10	359	618
11	475	606
12	545	591
13	507	587
14	342	581
15	356	605
16	626	579
17	387	551
18	499	513
19	350	499
20	339	522
21	751	499
22	191	496
23	601	492
24	725	492
25	3	489
26	419	484
27	518	477
28	313	468
29	291	477
30	192	456
31	237	474
32	73	449
33	4	441
34	633	440
35	263	429
36	333	398
37	698	390
38	112	366
39	11	363
40	209	341
41	32	337
42	303	317
43	228	309
44	338	297
45	224	270
46	324	216
47	236	190
48	376	182
49	426	117
50	324	94
51	316	62
