Vortex	x	y
1	462	815
2	367	799
3	160	803
4	569	794
5	784	781
6	441	777
7	515	776
8	488	752
9	374	715
10	344	709
11	449	687
12	11	656
13	382	600
14	328	593
15	750	565
16	532	561
17	578	554
18	437	551
19	222	488
20	790	482
21	639	482
22	352	479
23	107	472
24	471	470
25	496	481
26	714	468
27	337	464
28	583	462
29	570	470
30	17	448
31	100	442
32	216	434
33	689	425
34	264	378
35	39	374
36	615	372
37	465	372
38	129	366
39	1	354
40	444	352
41	64	327
42	334	321
43	346	346
44	812	319
45	40	302
46	254	283
47	22	248
48	349	243
49	262	240
50	444	201
51	334	177
52	391	127
53	347	100
54	250	65
55	34	31
56	334	27
57	497	2
