Vortex	x	y
1	455	793
2	347	766
3	305	721
4	528	718
5	383	701
6	643	688
7	797	655
8	576	643
9	465	616
10	564	524
11	363	520
12	343	547
13	774	512
14	95	511
15	593	509
16	509	486
17	427	472
18	556	468
19	50	468
20	621	456
21	295	453
22	273	472
23	115	433
24	697	418
25	343	389
26	481	384
27	23	361
28	552	358
29	203	351
30	681	343
31	630	338
32	432	335
33	754	328
34	329	305
35	98	288
36	458	264
37	347	259
38	291	252
39	173	240
40	307	222
41	359	195
42	477	186
43	129	172
44	473	134
45	398	118
46	488	61
47	304	42
48	161	18
