Vortex	x	y
1	459	795
2	361	751
3	567	711
4	451	630
5	552	602
6	589	581
7	362	546
8	471	485
9	454	500
10	655	480
11	614	463
12	269	454
13	62	456
14	564	453
15	185	365
16	20	357
17	587	347
18	331	347
19	314	364
20	630	333
21	526	330
22	629	303
23	527	297
24	486	290
25	517	288
26	576	286
27	624	276
28	754	270
29	671	271
30	717	269
31	683	267
32	214	264
33	639	262
34	590	257
35	363	251
36	105	249
37	521	237
38	537	242
39	468	229
40	558	226
41	237	226
42	353	202
43	539	191
44	512	186
45	482	185
46	553	178
47	336	160
48	545	144
49	548	133
50	546	62
