Vortex	x	y
1	440	797
2	337	797
3	475	793
4	336	784
5	370	755
6	473	715
7	436	655
8	313	645
9	377	617
10	545	615
11	669	599
12	358	579
13	500	578
14	339	572
15	500	569
16	360	561
17	337	557
18	759	508
19	170	503
20	567	496
21	666	488
22	25	479
23	242	477
24	262	479
25	660	474
26	236	459
27	254	456
28	520	454
29	61	446
30	199	439
31	669	392
32	159	380
33	19	377
34	563	367
35	538	362
36	100	342
37	23	341
38	241	315
39	247	316
40	361	295
41	803	280
42	454	278
43	200	271
44	449	251
45	319	248
46	342	156
47	327	150
48	423	146
49	216	145
50	308	56
51	535	13
