Vortex	x	y
1	168	798
2	365	781
3	773	770
4	512	762
5	560	781
6	444	751
7	495	748
8	346	700
9	371	693
10	451	646
11	16	647
12	382	586
13	332	585
14	741	558
15	571	547
16	532	554
17	429	532
18	230	484
19	634	479
20	372	478
21	798	475
22	577	473
23	421	474
24	354	475
25	480	472
26	498	477
27	115	469
28	726	465
29	470	465
30	341	463
31	712	452
32	34	450
33	808	449
34	339	444
35	122	443
36	229	434
37	341	395
38	653	387
39	282	386
40	64	372
41	171	366
42	340	329
43	353	346
44	339	320
45	69	322
46	262	281
47	49	295
48	36	262
49	267	255
50	343	239
51	336	181
52	428	163
53	364	102
54	351	90
55	258	75
56	46	43
57	339	21
58	366	8
