Vortex	x	y
1	173	799
2	363	773
3	769	765
4	446	740
5	490	739
6	552	774
7	348	695
8	370	683
9	355	669
10	114	664
11	150	698
12	354	659
13	12	641
14	449	628
15	334	582
16	379	577
17	737	555
18	553	546
19	531	551
20	815	539
21	426	527
22	234	482
23	637	479
24	375	480
25	409	477
26	506	475
27	794	474
28	487	474
29	120	468
30	342	462
31	353	475
32	152	461
33	474	458
34	724	458
35	43	452
36	133	445
37	337	440
38	241	437
39	339	406
40	662	393
41	289	389
42	75	369
43	189	367
44	357	342
45	470	329
46	487	348
47	342	329
48	340	312
49	265	281
50	43	263
51	79	326
52	270	259
53	336	180
54	423	154
55	353	87
56	361	100
57	261	78
58	50	46
59	342	20
