Vortex	x	y
1	167	801
2	366	785
3	775	772
4	513	765
5	564	784
6	444	756
7	493	748
8	346	702
9	372	698
10	450	652
11	16	649
12	382	590
13	331	587
14	743	559
15	538	554
16	573	548
17	563	550
18	430	536
19	229	484
20	634	480
21	801	476
22	372	476
23	354	475
24	579	473
25	428	472
26	115	469
27	724	465
28	468	463
29	498	478
30	340	462
31	711	450
32	31	450
33	799	449
34	339	444
35	117	443
36	226	434
37	344	388
38	280	386
39	648	384
40	59	372
41	163	365
42	351	347
43	342	334
44	338	320
45	68	323
46	50	302
47	262	280
48	35	261
49	267	251
50	343	236
51	336	181
52	432	168
53	365	104
54	350	90
55	256	73
56	44	41
57	339	20
58	366	17
