Vortex	x	y
1	306	798
2	461	792
3	463	717
4	345	632
5	457	613
6	467	602
7	713	601
8	559	601
9	313	586
10	365	577
11	432	537
12	376	518
13	17	509
14	228	501
15	451	474
16	183	470
17	596	454
18	560	453
19	540	458
20	238	449
21	298	440
22	548	439
23	785	417
24	662	396
25	278	384
26	524	382
27	341	364
28	682	362
29	203	359
30	24	355
31	137	354
32	711	354
33	145	353
34	99	353
35	581	347
36	215	349
37	432	292
38	359	272
39	376	266
40	362	260
41	214	254
42	468	235
43	363	217
44	420	154
45	453	135
46	462	105
47	214	102
48	399	31
