Vortex	x	y
1	365	767
2	620	744
3	464	742
4	603	583
5	602	574
6	576	567
7	452	563
8	656	556
9	365	495
10	676	470
11	363	463
12	620	461
13	489	460
14	351	452
15	49	451
16	564	450
17	320	450
18	577	364
19	253	363
20	627	359
21	673	353
22	73	352
23	512	347
24	522	361
25	716	345
26	755	334
27	356	327
28	743	307
29	455	295
30	468	304
31	696	253
32	364	251
33	248	240
34	452	238
35	637	225
36	644	239
37	687	224
38	712	213
39	730	220
40	237	213
41	659	208
42	71	196
43	355	195
44	457	188
45	574	172
46	589	178
47	261	160
48	607	157
49	463	143
50	345	140
51	592	128
52	562	119
53	602	102
54	471	100
55	597	89
56	509	73
57	481	60
