Vortex	x	y
1	360	798
2	51	799
3	478	788
4	340	786
5	338	766
6	17	764
7	443	749
8	361	674
9	317	635
10	468	628
11	436	629
12	546	602
13	503	591
14	645	589
15	381	579
16	500	533
17	754	503
18	180	499
19	577	494
20	439	495
21	710	491
22	50	478
23	30	475
24	374	475
25	747	465
26	792	461
27	141	455
28	18	456
29	341	443
30	237	433
31	683	396
32	187	379
33	320	376
34	66	372
35	188	348
36	28	338
37	282	315
38	226	312
39	812	278
40	213	269
41	322	239
42	227	170
43	418	132
44	325	106
45	349	72
46	313	61
47	355	27
48	537	2
