Vortex	x	y
1	327	812
2	373	805
3	454	795
4	479	781
5	367	732
6	451	689
7	320	622
8	480	600
9	545	588
10	508	586
11	622	577
12	341	578
13	387	547
14	499	509
15	753	499
16	352	495
17	338	525
18	194	495
19	606	492
20	721	491
21	5	488
22	424	483
23	520	479
24	238	475
25	318	466
26	293	477
27	84	449
28	11	442
29	652	434
30	269	429
31	332	391
32	707	386
33	465	369
34	127	365
35	21	362
36	446	350
37	35	337
38	215	337
39	307	317
40	229	308
41	337	296
42	227	271
43	324	210
44	238	194
45	381	164
46	429	109
47	324	95
48	316	60
