Vortex	x	y
1	360	800
2	50	799
3	478	788
4	340	787
5	338	766
6	17	765
7	443	751
8	361	677
9	316	636
10	436	630
11	468	629
12	546	603
13	503	591
14	646	589
15	382	579
16	500	535
17	754	503
18	179	499
19	576	494
20	439	495
21	710	491
22	49	478
23	29	475
24	373	474
25	736	467
26	806	460
27	16	456
28	138	455
29	341	443
30	235	434
31	683	396
32	321	377
33	186	380
34	65	372
35	186	348
36	28	339
37	281	315
38	226	313
39	812	278
40	212	270
41	322	239
42	227	170
43	418	133
44	325	106
45	349	78
46	312	61
47	355	13
48	538	3
