Vortex	x	y
1	364	758
2	619	748
3	463	729
4	602	581
5	574	568
6	453	558
7	655	554
8	364	488
9	672	472
10	363	470
11	481	462
12	617	460
13	346	453
14	561	452
15	327	452
16	57	452
17	576	365
18	257	363
19	625	359
20	670	353
21	87	353
22	713	345
23	355	334
24	751	334
25	741	312
26	695	255
27	363	254
28	246	241
29	451	240
30	583	232
31	634	223
32	644	243
33	685	223
34	227	213
35	244	216
36	660	211
37	356	200
38	68	197
39	457	191
40	572	172
41	593	183
42	262	161
43	604	155
44	463	146
45	344	144
46	592	131
47	560	121
48	471	103
49	503	74
50	482	65
