Vortex	x	y
1	171	797
2	364	776
3	770	766
4	445	744
5	490	742
6	555	776
7	348	696
8	370	686
9	120	672
10	151	702
11	353	666
12	16	644
13	450	633
14	333	583
15	380	580
16	738	555
17	567	545
18	531	552
19	427	528
20	233	482
21	636	479
22	374	478
23	502	476
24	413	477
25	795	474
26	568	473
27	487	474
28	119	468
29	340	463
30	354	477
31	150	462
32	473	461
33	715	453
34	729	464
35	40	452
36	130	445
37	337	441
38	237	436
39	338	404
40	660	391
41	287	389
42	72	370
43	184	366
44	355	343
45	470	333
46	483	345
47	343	330
48	340	313
49	265	279
50	38	259
51	76	325
52	269	258
53	343	249
54	336	180
55	424	156
56	357	93
57	260	78
58	49	45
59	341	21
