Vortex	x	y
1	461	814
2	161	801
3	367	795
4	564	790
5	781	778
6	442	771
7	516	774
8	490	751
9	373	711
10	345	707
11	450	678
12	12	654
13	383	596
14	329	591
15	747	564
16	533	559
17	573	553
18	436	548
19	224	486
20	638	481
21	790	480
22	353	476
23	109	471
24	576	471
25	475	472
26	496	480
27	718	467
28	339	463
29	607	458
30	710	456
31	676	454
32	21	449
33	104	442
34	219	433
35	693	428
36	269	379
37	625	374
38	44	373
39	137	366
40	456	359
41	2	355
42	65	326
43	336	322
44	349	348
45	42	301
46	256	282
47	263	242
48	345	241
49	24	248
50	358	210
51	442	191
52	334	179
53	362	139
54	387	122
55	359	106
56	349	97
57	252	68
58	37	34
59	335	25
