Vortex	x	y
1	451	795
2	362	703
3	304	681
4	537	675
5	433	660
6	582	644
7	606	652
8	751	633
9	333	619
10	330	559
11	343	519
12	749	511
13	135	511
14	557	507
15	616	496
16	521	497
17	255	486
18	472	485
19	196	481
20	296	473
21	113	454
22	494	451
23	476	470
24	698	393
25	156	383
26	469	373
27	20	364
28	506	363
29	443	347
30	330	343
31	509	337
32	364	320
33	346	340
34	745	310
35	453	310
36	478	306
37	778	296
38	319	295
39	141	279
40	308	259
41	164	212
42	172	233
43	320	200
44	421	117
45	505	71
46	183	64
47	304	65
48	520	38
