Vortex	x	y
1	815	815
2	504	813
3	327	808
4	373	796
5	454	785
6	478	778
7	367	720
8	451	674
9	321	619
10	486	595
11	544	586
12	507	585
13	617	575
14	340	574
15	387	543
16	340	523
17	499	505
18	757	498
19	196	495
20	350	497
21	612	491
22	717	490
23	8	488
24	427	482
25	522	479
26	293	476
27	241	475
28	318	466
29	96	449
30	18	444
31	660	430
32	273	429
33	334	388
34	721	381
35	476	380
36	143	365
37	31	362
38	435	340
39	37	337
40	221	331
41	311	317
42	2	312
43	228	312
44	337	295
45	230	272
46	324	203
47	241	199
48	384	156
49	326	99
50	434	94
51	317	58
