Vortex	x	y
1	168	800
2	366	784
3	774	771
4	511	763
5	563	783
6	444	755
7	493	747
8	346	702
9	372	696
10	451	651
11	16	648
12	382	588
13	332	587
14	741	559
15	536	553
16	562	549
17	430	534
18	229	485
19	634	480
20	372	477
21	801	475
22	354	475
23	579	473
24	426	473
25	115	469
26	725	465
27	468	464
28	499	478
29	340	462
30	32	450
31	802	449
32	711	451
33	340	444
34	119	443
35	228	434
36	342	391
37	650	385
38	280	385
39	61	371
40	166	366
41	338	320
42	352	347
43	68	323
44	49	297
45	262	280
46	37	265
47	267	251
48	343	238
49	336	182
50	430	165
51	365	105
52	351	91
53	257	74
54	44	41
55	339	21
56	367	14
