Vortex	x	y
1	672	790
2	649	682
3	360	625
4	660	607
5	663	593
6	455	585
7	665	574
8	594	548
9	615	572
10	726	488
11	712	468
12	654	463
13	191	456
14	580	440
15	533	432
16	531	371
17	230	360
18	648	358
19	596	357
20	694	355
21	537	355
22	739	346
23	781	336
24	489	309
25	509	325
26	801	302
27	444	285
28	394	281
29	377	284
30	460	278
31	757	252
32	376	236
33	459	219
34	752	217
35	796	213
36	813	208
37	766	205
38	715	200
39	241	201
40	268	222
41	659	193
42	133	167
43	458	166
44	353	162
45	622	156
46	227	152
47	202	158
48	243	151
49	26	144
50	462	122
51	347	104
52	615	101
53	328	90
54	469	77
55	598	64
56	564	59
57	611	50
58	480	35
59	602	20
60	513	15
