Vortex	x	y
1	673	790
2	649	682
3	360	638
4	660	613
5	664	589
6	457	587
7	666	577
8	595	547
9	617	574
10	725	526
11	726	486
12	716	470
13	658	463
14	177	455
15	581	438
16	578	375
17	581	394
18	531	368
19	229	359
20	651	357
21	599	356
22	697	355
23	539	354
24	741	347
25	783	336
26	802	300
27	447	284
28	380	282
29	462	277
30	758	250
31	438	237
32	426	235
33	377	235
34	754	217
35	459	216
36	798	212
37	813	207
38	767	204
39	716	199
40	241	200
41	268	218
42	660	192
43	459	165
44	135	165
45	353	159
46	624	156
47	242	151
48	213	154
49	26	143
50	462	118
51	617	100
52	345	98
53	329	89
54	302	88
55	282	94
56	469	75
57	598	62
58	566	57
59	612	49
60	480	33
61	604	16
62	516	14
63	608	1
