Vortex	x	y
1	372	810
2	451	799
3	304	700
4	534	698
5	627	671
6	336	649
7	579	648
8	776	645
9	376	605
10	425	574
11	333	556
12	761	512
13	463	511
14	115	512
15	587	502
16	568	512
17	514	488
18	362	484
19	259	483
20	167	480
21	513	469
22	529	475
23	787	462
24	332	453
25	6	444
26	212	440
27	727	436
28	243	390
29	609	377
30	664	389
31	562	376
32	17	365
33	305	352
34	326	302
35	344	296
36	116	282
37	441	253
38	167	236
39	315	232
40	304	248
41	144	188
42	433	183
43	440	206
44	427	154
45	380	89
46	303	53
47	171	39
48	353	29
