Vortex	x	y
1	368	814
2	587	809
3	152	809
4	440	798
5	794	791
6	512	787
7	333	774
8	484	756
9	340	753
10	374	736
11	341	722
12	449	716
13	6	663
14	382	609
15	326	600
16	442	574
17	762	573
18	531	568
19	588	560
20	215	491
21	777	489
22	641	485
23	494	485
24	353	484
25	707	477
26	64	476
27	35	485
28	94	474
29	537	470
30	331	463
31	532	461
32	463	454
33	2	448
34	80	441
35	206	435
36	680	419
37	468	416
38	539	375
39	241	373
40	18	376
41	99	366
42	358	352
43	399	347
44	597	334
45	58	331
46	550	327
47	739	325
48	331	321
49	29	305
50	354	284
51	248	282
52	345	278
53	440	276
54	488	265
55	255	228
56	482	217
57	6	226
58	330	175
59	397	135
60	339	109
61	491	76
62	243	53
63	327	39
64	24	21
