Vortex	x	y
1	368	782
2	456	758
3	456	741
4	304	692
5	436	693
6	535	689
7	618	663
8	581	648
9	767	640
10	335	635
11	375	573
12	331	559
13	444	552
14	757	511
15	123	512
16	564	508
17	590	494
18	522	493
19	257	484
20	180	482
21	583	482
22	778	462
23	474	462
24	812	447
25	35	448
26	243	440
27	688	394
28	121	380
29	263	372
30	535	365
31	76	360
32	56	360
33	354	346
34	354	336
35	323	294
36	450	280
37	126	280
38	308	252
39	168	235
40	334	233
41	321	226
42	153	198
43	422	128
44	304	59
45	175	49
46	353	37
