Vortex	x	y
1	342	753
2	261	748
3	287	771
4	459	740
5	725	722
6	483	701
7	467	709
8	354	697
9	445	675
10	462	666
11	361	622
12	428	573
13	358	554
14	370	565
15	460	542
16	46	528
17	67	553
18	716	526
19	474	520
20	769	514
21	63	474
22	118	462
23	452	460
24	195	456
25	250	444
26	262	457
27	620	440
28	241	387
29	724	374
30	141	371
31	356	363
32	75	357
33	274	355
34	150	354
35	512	348
36	296	341
37	668	339
38	701	349
39	112	326
40	467	304
41	376	194
42	465	113
43	478	148
44	289	100
45	442	91
46	94	90
47	301	47
