Vortex	x	y
1	368	811
2	153	807
3	583	805
4	440	794
5	791	788
6	513	784
7	485	756
8	341	752
9	333	773
10	374	730
11	342	718
12	449	710
13	8	662
14	382	606
15	326	598
16	758	571
17	441	567
18	532	566
19	584	558
20	217	489
21	779	487
22	641	484
23	494	483
24	353	483
25	58	477
26	708	475
27	98	474
28	545	470
29	469	468
30	332	464
31	544	463
32	5	448
33	85	441
34	208	433
35	681	420
36	469	404
37	23	376
38	249	375
39	566	372
40	106	367
41	412	347
42	348	347
43	60	330
44	755	323
45	333	322
46	31	303
47	250	281
48	349	270
49	444	250
50	257	231
51	10	232
52	331	175
53	395	133
54	341	108
55	493	61
56	245	58
57	328	36
58	27	25
