Vortex	x	y
1	372	802
2	453	789
3	304	697
4	535	694
5	624	668
6	580	649
7	335	644
8	772	643
9	378	589
10	428	567
11	332	558
12	759	512
13	118	512
14	567	509
15	461	504
16	583	500
17	518	490
18	258	483
19	172	480
20	539	480
21	497	466
22	778	461
23	346	454
24	360	473
25	14	444
26	749	440
27	227	439
28	679	392
29	249	388
30	550	371
31	27	363
32	312	354
33	351	319
34	327	297
35	120	281
36	336	277
37	445	265
38	307	247
39	167	235
40	316	232
41	148	192
42	424	137
43	376	68
44	303	55
45	172	43
46	355	37
