Vortex	x	y
1	359	811
2	51	803
3	340	792
4	476	788
5	338	769
6	442	760
7	12	765
8	361	691
9	467	639
10	316	638
11	434	634
12	546	605
13	650	591
14	503	590
15	380	587
16	349	585
17	500	540
18	755	504
19	178	500
20	573	494
21	437	493
22	703	490
23	48	478
24	24	476
25	713	471
26	231	467
27	367	466
28	5	456
29	126	455
30	349	448
31	228	435
32	681	397
33	181	381
34	322	379
35	56	374
36	179	349
37	27	338
38	276	315
39	226	313
40	811	279
41	210	269
42	322	243
43	225	165
44	418	134
45	326	112
46	344	102
47	312	60
48	537	4
