Vortex	x	y
1	50	812
2	337	799
3	476	792
4	440	786
5	336	778
6	3	764
7	369	745
8	475	711
9	434	649
10	314	643
11	545	612
12	377	609
13	664	596
14	355	587
15	501	585
16	340	576
17	501	558
18	339	545
19	358	541
20	759	507
21	172	502
22	568	496
23	678	488
24	437	482
25	38	479
26	16	478
27	269	477
28	677	476
29	239	475
30	230	461
31	276	458
32	511	450
33	71	447
34	491	442
35	207	439
36	675	396
37	166	382
38	334	378
39	29	376
40	106	341
41	24	340
42	374	326
43	257	315
44	231	315
45	365	304
46	805	280
47	204	271
48	320	247
49	219	152
50	420	141
51	340	138
52	328	137
53	308	56
54	536	10
