Vortex	x	y
1	337	766
2	344	741
3	351	713
4	675	686
5	809	652
6	472	650
7	360	644
8	447	627
9	374	578
10	182	579
11	234	629
12	441	529
13	366	515
14	392	487
15	50	478
16	74	472
17	102	465
18	172	456
19	489	452
20	299	451
21	237	442
22	463	425
23	469	442
24	329	423
25	669	417
26	812	394
27	532	388
28	287	376
29	189	369
30	629	362
31	434	357
32	460	382
33	374	348
34	395	353
35	550	344
36	607	359
37	166	344
38	364	327
39	426	284
40	469	259
41	459	226
42	454	185
43	398	145
44	128	137
45	163	7
46	421	3
