Vortex	x	y
1	472	809
2	667	793
3	645	687
4	362	589
5	455	581
6	662	568
7	603	557
8	614	580
9	589	552
10	723	488
11	759	475
12	702	467
13	644	461
14	226	454
15	578	442
16	529	444
17	532	416
18	530	383
19	234	362
20	591	359
21	533	358
22	643	358
23	690	354
24	734	346
25	8	344
26	776	336
27	507	330
28	813	326
29	798	308
30	486	309
31	434	286
32	372	288
33	401	284
34	458	283
35	754	257
36	374	238
37	263	226
38	457	225
39	748	218
40	790	215
41	815	212
42	764	207
43	714	204
44	236	203
45	260	213
46	658	197
47	458	172
48	354	172
49	127	172
50	619	158
51	248	153
52	24	148
53	462	126
54	348	113
55	612	103
56	327	93
57	470	82
58	597	68
59	558	62
60	340	56
61	607	51
62	480	40
63	602	25
64	507	17
65	489	2
