Vortex	x	y
1	49	812
2	337	798
3	475	792
4	440	788
5	336	779
6	3	765
7	368	746
8	474	711
9	434	650
10	314	644
11	545	613
12	377	610
13	664	597
14	356	586
15	501	585
16	341	577
17	500	559
18	338	548
19	358	543
20	759	507
21	172	502
22	568	496
23	677	488
24	37	479
25	16	479
26	268	478
27	675	475
28	239	475
29	231	460
30	272	457
31	513	451
32	448	465
33	69	446
34	488	441
35	205	439
36	674	394
37	165	382
38	336	378
39	28	376
40	104	341
41	24	340
42	375	329
43	256	315
44	231	315
45	365	303
46	805	280
47	203	270
48	320	248
49	219	151
50	420	142
51	341	141
52	328	139
53	309	57
54	535	10
