89,98,263.85,333.60,20.00,20.00,1,-1,-1,-1
89,99,462.19,530.31,20.00,20.00,1,-1,-1,-1
90,59,454.20,558.54,20.00,20.00,1,-1,-1,-1
90,67,236.70,341.11,20.00,20.00,1,-1,-1,-1
90,88,674.17,464.84,20.00,20.00,1,-1,-1,-1
90,95,330.00,122.20,20.00,20.00,1,-1,-1,-1
90,98,258.71,336.84,20.00,20.00,1,-1,-1,-1
90,99,459.25,535.16,20.00,20.00,1,-1,-1,-1
91,59,453.86,551.76,20.00,20.00,1,-1,-1,-1
91,67,243.40,341.40,20.00,20.00,1,-1,-1,-1
91,88,677.57,464.09,20.00,20.00,1,-1,-1,-1
91,95,330.76,118.16,20.00,20.00,1,-1,-1,-1
91,98,255.00,339.76,20.00,20.00,1,-1,-1,-1
91,99,456.82,538.28,20.00,20.00,1,-1,-1,-1
91,104,259.57,467.51,20.00,20.00,1,-1,-1,-1
92,88,680.65,463.84,20.00,20.00,1,-1,-1,-1
92,95,331.03,114.82,20.00,20.00,1,-1,-1,-1
92,104,260.39,467.59,20.00,20.00,1,-1,-1,-1
93,88,684.29,463.77,20.00,20.00,1,-1,-1,-1
93,95,331.79,111.72,20.00,20.00,1,-1,-1,-1
94,88,687.48,463.77,20.00,20.00,1,-1,-1,-1
94,95,332.06,108.71,20.00,20.00,1,-1,-1,-1
95,88,689.84,463.12,20.00,20.00,1,-1,-1,-1
95,95,332.14,105.74,20.00,20.00,1,-1,-1,-1
96,88,692.56,462.89,20.00,20.00,1,-1,-1,-1
96,95,332.16,102.76,20.00,20.00,1,-1,-1,-1
97,88,695.42,462.82,20.00,20.00,1,-1,-1,-1
97,95,332.81,99.79,20.00,20.00,1,-1,-1,-1
98,88,698.34,462.81,20.00,20.00,1,-1,-1,-1
98,95,333.05,97.48,20.00,20.00,1,-1,-1,-1
99,88,701.29,462.83,20.00,20.00,1,-1,-1,-1
99,95,333.13,94.75,20.00,20.00,1,-1,-1,-1
100,88,704.25,462.84,20.00,20.00,1,-1,-1,-1
100,95,333.14,91.86,20.00,20.00,1,-1,-1,-1
101,88,707.22,462.86,20.00,20.00,1,-1,-1,-1
101,95,333.14,88.91,20.00,20.00,1,-1,-1,-1
102,88,710.19,462.88,20.00,20.00,1,-1,-1,-1
102,95,333.12,85.27,20.00,20.00,1,-1,-1,-1
103,88,713.17,462.89,20.00,20.00,1,-1,-1,-1
103,95,332.45,81.37,20.00,20.00,1,-1,-1,-1
104,88,716.15,462.90,20.00,20.00,1,-1,-1,-1
104,95,332.19,78.04,20.00,20.00,1,-1,-1,-1
105,88,721.78,462.91,20.00,20.00,1,-1,-1,-1
105,95,332.75,74.93,20.00,20.00,1,-1,-1,-1
106,88,725.76,463.59,20.00,20.00,1,-1,-1,-1
106,95,332.95,71.23,20.00,20.00,1,-1,-1,-1
107,88,729.11,463.84,20.00,20.00,1,-1,-1,-1
107,95,332.37,66.66,20.00,20.00,1,-1,-1,-1
108,88,734.86,463.94,20.00,20.00,1,-1,-1,-1
108,95,331.48,61.09,20.00,20.00,1,-1,-1,-1
109,88,742.84,464.64,20.00,20.00,1,-1,-1,-1
109,95,331.81,55.82,20.00,20.00,1,-1,-1,-1
110,88,752.32,465.57,20.00,20.00,1,-1,-1,-1
110,95,331.27,48.02,20.00,20.00,1,-1,-1,-1
111,88,760.35,465.91,20.00,20.00,1,-1,-1,-1
111,95,331.20,43.74,20.00,20.00,1,-1,-1,-1
112,88,767.82,467.36,20.00,20.00,1,-1,-1,-1
113,88,773.25,467.68,20.00,20.00,1,-1,-1,-1
124,112,508.86,321.09,20.00,20.00,1,-1,-1,-1
124,113,474.91,287.91,20.00,20.00,1,-1,-1,-1
125,112,512.32,323.53,20.00,20.00,1,-1,-1,-1
125,113,471.71,283.94,20.00,20.00,1,-1,-1,-1
126,112,515.56,325.73,20.00,20.00,1,-1,-1,-1
126,113,470.00,280.51,20.00,20.00,1,-1,-1,-1
127,112,517.98,327.83,20.00,20.00,1,-1,-1,-1
127,113,468.08,278.04,20.00,20.00,1,-1,-1,-1
128,112,520.10,328.48,20.00,20.00,1,-1,-1,-1
128,113,466.80,275.89,20.00,20.00,1,-1,-1,-1
129,112,522.13,329.32,20.00,20.00,1,-1,-1,-1
129,113,465.73,273.85,20.00,20.00,1,-1,-1,-1
130,112,524.13,330.24,20.00,20.00,1,-1,-1,-1
130,113,465.42,271.86,20.00,20.00,1,-1,-1,-1
131,112,525.44,330.51,20.00,20.00,1,-1,-1,-1
131,113,464.02,269.87,20.00,20.00,1,-1,-1,-1
132,112,527.18,331.23,20.00,20.00,1,-1,-1,-1
132,113,464.23,267.89,20.00,20.00,1,-1,-1,-1
133,112,529.74,331.45,20.00,20.00,1,-1,-1,-1
133,113,463.69,265.90,20.00,20.00,1,-1,-1,-1
134,112,531.95,331.48,20.00,20.00,1,-1,-1,-1
134,113,463.54,263.25,20.00,20.00,1,-1,-1,-1
134,116,470.75,529.49,20.00,20.00,1,-1,-1,-1
135,112,533.36,332.12,20.00,20.00,1,-1,-1,-1
135,113,463.53,259.01,20.00,20.00,1,-1,-1,-1
135,116,468.64,531.38,20.00,20.00,1,-1,-1,-1
135,118,516.24,482.73,20.00,20.00,1,-1,-1,-1
135,119,313.20,278.78,20.00,20.00,1,-1,-1,-1
136,112,535.40,332.98,20.00,20.00,1,-1,-1,-1
136,113,462.68,256.55,20.00,20.00,1,-1,-1,-1
136,116,466.49,533.47,20.00,20.00,1,-1,-1,-1
136,118,518.32,480.59,20.00,20.00,1,-1,-1,-1
136,119,315.86,276.09,20.00,20.00,1,-1,-1,-1
136,120,260.39,328.83,20.00,20.00,1,-1,-1,-1
137,116,465.10,536.28,20.00,20.00,1,-1,-1,-1
137,118,520.46,478.44,20.00,20.00,1,-1,-1,-1
