30.0	5	1	0
33.0	6	2	0
36.0	6	0	0
39.0	3	4	2
42.1	0	1	2
45.0	8	0	2
48.0	1	3	0
51.0	2	0	0
54.0	8	0	0
57.0	3	2	0
60.0	6	0	0
63.0	9	1	0
66.0	11	2	3
69.0	6	0	0
72.0	14	0	0
75.0	11	2	0
78.0	12	0	0
81.0	12	4	0
84.0	18	0	0
87.0	6	0	0
90.0	8	0	2
93.0	10	0	0
96.0	8	0	0
99.0	14	0	0
102.0	6	5	0
105.0	10	2	0
108.0	8	1	0
111.0	6	0	0
114.0	14	3	2
117.0	7	5	0
120.0	8	0	0
123.0	8	3	0
126.0	15	6	0
129.0	12	1	0
132.0	13	1	0
135.0	18	0	0
138.0	16	7	0
141.0	15	2	2
144.0	21	4	2
147.0	12	1	1
150.0	20	4	2
153.0	32	2	0
156.0	20	4	2
159.0	25	4	4
162.0	21	7	6
165.0	35	4	2
168.0	13	1	2
171.0	8	2	0
174.0	17	1	3
177.0	17	1	2
180.0	15	0	1
183.0	12	4	2
186.0	20	3	0
189.0	19	1	0
192.0	18	3	3
195.0	16	0	2
198.0	20	4	0
201.0	32	7	8
204.0	26	4	0
207.0	42	3	8
210.1	36	4	2
214.0	64	7	5
217.0	33	6	1
220.0	33	9	5
223.0	32	2	6
226.0	26	6	2
229.0	15	4	0
232.0	23	0	1
235.0	18	6	2
238.0	22	2	1
241.0	26	2	0
244.0	33	4	2
247.0	28	11	2
250.0	28	0	0
253.0	33	1	3
256.0	21	3	1
259.0	36	1	2
262.0	30	5	2
265.0	33	1	1
268.0	27	1	0
271.0	30	2	3
274.0	32	6	0
277.0	34	0	0
280.0	36	2	0
283.0	29	4	3
286.0	30	9	6
289.0	42	6	2
292.0	44	10	6
295.0	51	2	4
298.0	48	8	2
301.0	48	3	0
304.0	46	6	0
307.0	49	2	1
310.0	38	1	0
313.0	41	2	8
316.0	44	0	0
319.0	39	1	3
322.0	46	0	2
325.0	33	1	3
328.0	43	3	3
