30.0	5	1	0
33.0	6	0	0
36.0	5	0	1
39.0	3	1	2
42.1	1	1	1
45.0	10	0	0
48.0	1	1	0
51.0	2	0	0
54.0	8	0	0
57.0	3	0	0
60.0	6	0	0
63.0	9	1	0
66.0	13	2	1
69.0	6	0	0
72.0	14	0	0
75.0	11	1	0
78.0	12	0	0
81.0	12	0	0
84.0	18	0	0
87.0	6	0	0
90.0	8	0	2
93.0	10	0	0
96.0	8	0	0
99.0	14	0	0
102.0	6	2	0
105.0	10	2	0
108.0	8	0	0
111.0	6	0	0
114.0	14	3	2
117.0	7	2	0
120.0	8	0	0
123.0	8	0	0
126.0	15	3	0
129.0	12	0	0
132.0	13	1	0
135.0	18	0	0
138.0	15	3	1
141.0	16	2	1
144.0	22	2	1
147.0	13	1	0
150.0	20	3	2
153.0	32	0	0
156.0	21	0	1
159.0	26	2	3
162.0	23	4	4
165.0	34	2	3
168.0	11	0	4
171.0	8	0	0
174.0	17	1	3
177.0	16	1	3
180.0	15	0	1
183.0	12	2	2
186.0	20	2	0
189.0	19	0	0
192.0	20	1	1
195.0	16	0	2
198.0	20	0	0
201.0	36	1	4
204.0	26	0	0
207.0	44	5	6
210.1	36	2	2
214.0	69	2	0
217.0	34	1	0
220.0	37	1	1
223.0	35	0	3
226.0	28	2	0
229.0	15	1	0
232.0	22	0	2
235.0	18	1	2
238.0	22	2	1
241.0	26	0	0
244.0	33	2	2
247.0	28	5	2
250.0	28	0	0
253.0	34	0	2
256.0	21	2	1
259.0	38	0	0
262.0	31	3	1
265.0	33	1	1
268.0	27	1	0
271.0	31	1	2
274.0	32	0	0
277.0	34	0	0
280.0	36	2	0
283.0	29	4	3
286.0	33	5	3
289.0	43	3	1
292.0	44	8	6
295.0	52	2	3
298.0	50	2	0
301.0	48	1	0
304.0	46	2	0
307.0	50	1	0
310.0	38	0	0
313.0	45	2	4
316.0	44	0	0
319.0	42	0	0
322.0	47	0	1
325.0	35	0	1
328.0	45	3	1
